elo_h,elo_a,elo_diff,laplace_proba_h,laplace_proba_a,laplace_proba_diff,sum_previous_pm_h,sum_previous_pm_a,sum_previous_pm_diff,streak_h,streak_a,streak_diff,lsr_h,lsr_a,lsr_diff
1440.26319480396,1414.8885387292441,25.37465607471586,0.37735849056603776,0.4444444444444444,-0.06708595387840666,-27.0,-2.0,-25.0,-1.0,-5.0,4.0,2.0,17.0,-15.0
1388.4621508865016,1613.5432244177496,-225.08107353124797,0.3333333333333333,0.6346153846153846,-0.30128205128205127,7.0,18.0,-11.0,0.0,1.0,-1.0,9.0,30.0,-21.0
1660.1883583589147,1459.5885422502965,200.59981610861814,0.6923076923076923,0.45098039215686275,0.24132730015082954,20.0,6.0,14.0,0.0,4.0,-4.0,27.0,6.0,21.0
1595.3852227741343,1593.6833888378364,1.7018339362978168,0.5882352941176471,0.6296296296296297,-0.04139433551198257,76.0,-13.0,89.0,7.0,-1.0,8.0,23.0,26.0,-3.0
1376.4555616633234,1476.3957081683861,-99.94014650506278,0.34545454545454546,0.49019607843137253,-0.14474153297682707,5.0,29.0,-24.0,-6.0,1.0,-7.0,18.0,4.0,14.0
1523.4492614677151,1445.595370665654,77.85389080206119,0.49019607843137253,0.49056603773584906,-0.00036995930447653036,16.0,-48.0,64.0,5.0,-5.0,10.0,25.0,20.0,5.0
1470.7841915566808,1451.8758266569494,18.908364899731396,0.4807692307692308,0.43137254901960786,0.04939668174962292,-18.0,7.0,-25.0,-1.0,-2.0,1.0,13.0,12.0,1.0
1344.007178505698,1657.1879725132278,-313.1807940075298,0.2830188679245283,0.7222222222222222,-0.4392033542976939,-25.0,19.0,-44.0,-2.0,4.0,-6.0,8.0,22.0,-14.0
1601.4152400152034,1503.2620894939732,98.15315052123015,0.6226415094339622,0.48148148148148145,0.14116002795248078,15.0,48.0,-33.0,1.0,7.0,-6.0,30.0,10.0,20.0
1445.6046015811257,1601.2767263688986,-155.67212478777287,0.3888888888888889,0.5961538461538461,-0.20726495726495725,-23.0,76.0,-99.0,-2.0,6.0,-8.0,2.0,23.0,-21.0
1345.879095998691,1448.3346813536307,-102.45558535493979,0.2545454545454545,0.4,-0.1454545454545455,-65.0,-46.0,-19.0,-7.0,-8.0,1.0,14.0,5.0,9.0
1473.3817544784358,1499.395390536026,-26.013636057590247,0.5283018867924528,0.4727272727272727,0.055574614065180106,-53.0,15.0,-68.0,-6.0,4.0,-10.0,19.0,10.0,9.0
1587.791885243072,1661.0026586697534,-73.21077342668127,0.6181818181818182,0.7254901960784313,-0.10730837789661318,-26.0,45.0,-71.0,-3.0,4.0,-7.0,26.0,28.0,-2.0
1550.4637882560169,1587.2965520533587,-36.83276379734184,0.5660377358490566,0.6274509803921569,-0.061413244543100265,2.0,-14.0,16.0,1.0,4.0,-3.0,16.0,24.0,-8.0
1336.0020006854452,1409.5471319520784,-73.54513126663323,0.2777777777777778,0.43636363636363634,-0.15858585858585855,-24.0,8.0,-32.0,-3.0,-4.0,1.0,8.0,17.0,-9.0
1501.0092911381737,1535.6393130591528,-34.63002192097906,0.4807692307692308,0.5636363636363636,-0.08286713286713282,4.0,-5.0,9.0,2.0,2.0,0.0,25.0,3.0,22.0
1450.1161373145508,1492.6761518757103,-42.560014561159505,0.4716981132075472,0.5,-0.028301886792452824,-39.0,37.0,-76.0,-4.0,5.0,-9.0,13.0,4.0,9.0
1557.317077042062,1351.924108380626,205.39296866143604,0.5740740740740741,0.3269230769230769,0.24715099715099714,37.0,-1.0,38.0,3.0,-2.0,5.0,16.0,11.0,5.0
1678.342629642957,1401.7128348828303,276.62979476012674,0.7307692307692307,0.42857142857142855,0.3021978021978022,40.0,-11.0,51.0,4.0,-4.0,8.0,28.0,17.0,11.0
1464.5140181228473,1455.6071581383983,8.906859984449056,0.4107142857142857,0.4909090909090909,-0.08019480519480521,-31.0,-32.0,1.0,-4.0,-2.0,-2.0,5.0,20.0,-15.0
1554.4446098022318,1393.637175170764,160.8074346314677,0.5714285714285714,0.41818181818181815,0.15324675324675324,-1.0,-7.0,6.0,2.0,-3.0,5.0,3.0,21.0,-18.0
1343.8362977546933,1485.6735811980063,-141.83728344331303,0.2909090909090909,0.49056603773584906,-0.19965694682675816,3.0,4.0,-1.0,-1.0,2.0,-3.0,8.0,4.0,4.0
1674.9626154780362,1356.557278640114,318.4053368379223,0.7037037037037037,0.3333333333333333,0.3703703703703704,25.0,-28.0,53.0,1.0,-9.0,10.0,27.0,18.0,9.0
1478.3388414709261,1453.5499993633887,24.788842107537448,0.46296296296296297,0.4339622641509434,0.029000698812019554,7.0,-29.0,36.0,-2.0,-2.0,0.0,25.0,6.0,19.0
1504.830950150018,1349.6345721882158,155.19637796180223,0.5454545454545454,0.32075471698113206,0.22469982847341335,14.0,-23.0,37.0,1.0,-1.0,2.0,19.0,11.0,8.0
1476.1617202149646,1584.3084161914821,-108.14669597651755,0.4528301886792453,0.6226415094339622,-0.16981132075471694,12.0,-18.0,30.0,1.0,3.0,-2.0,12.0,24.0,-12.0
1562.5052220508098,1512.0805247756457,50.424697275164135,0.5964912280701754,0.5370370370370371,0.059454191033138315,-31.0,-8.0,-23.0,-6.0,-2.0,-4.0,26.0,15.0,11.0
1431.5946740505376,1598.4419816239554,-166.84730757341777,0.38181818181818183,0.6181818181818182,-0.23636363636363633,-46.0,4.0,-50.0,-6.0,2.0,-8.0,2.0,30.0,-28.0
1615.2866538994867,1400.5901352890478,214.69651861043894,0.6037735849056604,0.34545454545454546,0.2583190394511149,75.0,3.0,72.0,6.0,0.0,6.0,23.0,9.0,14.0
1448.1953804140055,1400.1326403584333,48.06274005557225,0.42592592592592593,0.42105263157894735,0.004873294346978585,-53.0,-18.0,-35.0,-5.0,-3.0,-2.0,6.0,17.0,-11.0
1676.2263877277899,1679.922824167354,-3.696436439564195,0.7090909090909091,0.7358490566037735,-0.026758147512864427,48.0,40.0,8.0,3.0,4.0,-1.0,27.0,28.0,-1.0
1457.1187079922547,1390.7736392895129,66.34506870274186,0.48148148148148145,0.4107142857142857,0.07076719576719576,-3.0,-15.0,12.0,-2.0,-2.0,0.0,13.0,21.0,-8.0
1567.3013642920587,1682.2478583769118,-114.94649408485316,0.603448275862069,0.7142857142857143,-0.11083743842364535,-16.0,54.0,-70.0,-4.0,3.0,-7.0,26.0,27.0,-1.0
1575.803457574251,1355.2935063903603,220.50995118389073,0.5818181818181818,0.3275862068965517,0.2542319749216301,43.0,-39.0,82.0,4.0,-8.0,12.0,7.0,18.0,-11.0
1346.6908702611577,1640.319489492551,-293.62861923139326,0.3148148148148148,0.7142857142857143,-0.3994708994708995,-43.0,10.0,-53.0,0.0,2.0,-2.0,11.0,22.0,-11.0
1463.1678056694573,1617.469830996555,-154.30202532709768,0.4727272727272727,0.6111111111111112,-0.13838383838383844,-16.0,70.0,-86.0,0.0,6.0,-6.0,4.0,23.0,-19.0
1460.2118549785434,1483.6934604203093,-23.48160544176585,0.4444444444444444,0.4727272727272727,-0.0282828282828283,25.0,8.0,17.0,0.0,-3.0,3.0,12.0,25.0,-13.0
1353.6013991043671,1673.901353518232,-320.29995441386495,0.30357142857142855,0.7222222222222222,-0.41865079365079366,17.0,31.0,-14.0,1.0,5.0,-4.0,8.0,28.0,-20.0
1500.7665479244322,1440.6680381384574,60.098509785974784,0.47368421052631576,0.47368421052631576,0.0,-1.0,-27.0,26.0,2.0,0.0,2.0,10.0,20.0,-10.0
1611.9943251016464,1559.6066132344722,52.387711867174175,0.625,0.5818181818181818,0.04318181818181821,11.0,49.0,-38.0,2.0,3.0,-1.0,30.0,16.0,14.0
1474.5960514481221,1545.2926963184557,-70.69664487033356,0.43103448275862066,0.5689655172413793,-0.13793103448275867,37.0,6.0,31.0,1.0,2.0,-1.0,5.0,3.0,2.0
1631.535911360587,1507.774652077076,123.76125928351098,0.6181818181818182,0.5535714285714286,0.06461038961038956,68.0,45.0,23.0,7.0,4.0,3.0,23.0,19.0,4.0
1502.904546981887,1395.2867500739999,107.61779690788717,0.48214285714285715,0.41379310344827586,0.0683497536945813,-1.0,-16.0,15.0,-2.0,-2.0,0.0,25.0,17.0,8.0
1449.1017253054251,1681.6727959320783,-232.57107062665318,0.4642857142857143,0.7272727272727273,-0.262987012987013,-38.0,16.0,-54.0,-4.0,6.0,-10.0,4.0,28.0,-24.0
1554.851549575054,1394.0455364122733,160.80601316278057,0.5714285714285714,0.3333333333333333,0.23809523809523808,38.0,-38.0,76.0,1.0,-1.0,2.0,16.0,9.0,7.0
1697.922374815848,1662.4243453177803,35.49802949806758,0.7192982456140351,0.6491228070175439,0.07017543859649122,56.0,19.0,37.0,7.0,7.0,0.0,27.0,29.0,-2.0
1478.8276013839127,1431.0381311788594,47.78947020505325,0.46551724137931033,0.38596491228070173,0.0795523290986086,-27.0,-44.0,17.0,-2.0,-4.0,2.0,10.0,2.0,8.0
1338.0222573775407,1485.5169167429856,-147.49465936544493,0.3090909090909091,0.5178571428571429,-0.20876623376623382,-64.0,20.0,-84.0,-3.0,-3.0,0.0,11.0,15.0,-4.0
1429.2110503147087,1391.5871570254508,37.62389328925792,0.4642857142857143,0.4067796610169492,0.05750605326876512,-12.0,-67.0,55.0,-5.0,-5.0,0.0,13.0,17.0,-4.0
1452.6130274877385,1504.3471035790046,-51.73407609126616,0.39655172413793105,0.543859649122807,-0.147307924984876,-20.0,21.0,-41.0,0.0,2.0,-2.0,2.0,19.0,-17.0
1588.8608634785558,1537.536399669528,51.32446380902775,0.5964912280701754,0.559322033898305,0.03716919417187037,34.0,13.0,21.0,4.0,2.0,2.0,7.0,3.0,4.0
1482.3523480970498,1506.6041400304362,-24.251791933386357,0.4406779661016949,0.49122807017543857,-0.05055010407374366,59.0,25.0,34.0,3.0,1.0,2.0,5.0,25.0,-20.0
1391.181980454517,1394.7540691682402,-3.572088713723133,0.3275862068965517,0.4067796610169492,-0.07919345412039747,-44.0,-23.0,-21.0,-4.0,-1.0,-3.0,9.0,21.0,-12.0
1460.0860306286745,1434.2809816009144,25.805049027760106,0.4745762711864407,0.47368421052631576,0.000892060660124927,-36.0,19.0,-55.0,-3.0,-3.0,0.0,20.0,13.0,7.0
1651.5090564264704,1446.7899555979081,204.7191008285622,0.7241379310344828,0.44642857142857145,0.2777093596059113,34.0,20.0,14.0,4.0,0.0,4.0,22.0,12.0,10.0
1634.9634598586586,1438.1818168932255,196.7816429654331,0.625,0.45614035087719296,0.16885964912280704,69.0,-60.0,129.0,7.0,-8.0,15.0,23.0,4.0,19.0
1373.5168064807735,1525.7874754517409,-152.27066897096734,0.2833333333333333,0.5,-0.21666666666666667,-18.0,42.0,-60.0,1.0,5.0,-4.0,14.0,25.0,-11.0
1683.6222195202954,1557.7151055328102,125.90711398748522,0.6551724137931034,0.5789473684210527,0.07622504537205077,15.0,31.0,-16.0,7.0,0.0,7.0,29.0,16.0,13.0
1499.8620406144196,1676.7245006133328,-176.8624599989132,0.5263157894736842,0.7068965517241379,-0.18058076225045372,38.0,42.0,-4.0,-2.0,4.0,-6.0,15.0,27.0,-12.0
1435.7898423660772,1323.6771335061067,112.11270885997055,0.4482758620689655,0.30357142857142855,0.14470443349753698,-52.0,-110.0,58.0,-8.0,-7.0,-1.0,4.0,11.0,-7.0
1689.8679412135293,1637.3554343858068,52.51250682772252,0.711864406779661,0.631578947368421,0.08028545941123999,37.0,70.0,-33.0,4.0,7.0,-3.0,27.0,23.0,4.0
1342.9064635258715,1455.2901370940006,-112.3836735681291,0.31666666666666665,0.45,-0.13333333333333336,-50.0,-32.0,-18.0,-7.0,-5.0,-2.0,18.0,10.0,8.0
1532.7591162924443,1613.0348729719894,-80.27575667954511,0.55,0.6428571428571429,-0.09285714285714286,7.0,29.0,-22.0,0.0,5.0,-5.0,3.0,24.0,-21.0
1593.6381468556394,1444.4925430139886,149.14560384165088,0.603448275862069,0.43859649122807015,0.1648517846339988,40.0,0.0,40.0,6.0,-3.0,9.0,7.0,12.0,-5.0
1554.3224977271814,1459.8577855923609,94.4647121348205,0.5689655172413793,0.4067796610169492,0.16218585622443016,25.0,-24.0,49.0,1.0,0.0,1.0,16.0,2.0,14.0
1334.8914895784271,1542.0673742755803,-207.17588469715315,0.29310344827586204,0.5901639344262295,-0.29706048615036745,-12.0,8.0,-20.0,-4.0,-2.0,-2.0,8.0,26.0,-18.0
1502.4424133254984,1653.80646901039,-151.36405568489158,0.5423728813559322,0.7288135593220338,-0.18644067796610164,25.0,39.0,-14.0,2.0,4.0,-2.0,19.0,22.0,-3.0
1410.2117144659974,1351.8279893122406,58.383725153756814,0.4576271186440678,0.32786885245901637,0.12975826618505143,-6.0,-25.0,19.0,-5.0,-4.0,-1.0,13.0,18.0,-5.0
1712.2351579276851,1484.1552977635915,228.0798601640936,0.7413793103448276,0.4918032786885246,0.24957603165630304,16.0,1.0,15.0,6.0,3.0,3.0,28.0,20.0,8.0
1553.986919394865,1397.2004390288512,156.78648036601385,0.5967741935483871,0.3389830508474576,0.2577911427009295,31.0,-24.0,55.0,1.0,-1.0,2.0,26.0,9.0,17.0
1466.3282036146497,1446.3686113076315,19.959592307018283,0.43103448275862066,0.4426229508196721,-0.01158846806105146,-42.0,-42.0,0.0,0.0,-5.0,5.0,6.0,10.0,-4.0
1632.6029740183171,1463.169012675745,169.43396134257205,0.6206896551724138,0.43333333333333335,0.18735632183908046,37.0,66.0,-29.0,4.0,3.0,1.0,23.0,5.0,18.0
1679.3559283470363,1515.6962484331846,163.65967991385173,0.65,0.5409836065573771,0.10901639344262293,-11.0,-3.0,-8.0,3.0,-4.0,7.0,29.0,3.0,26.0
1512.8727613765047,1440.904289037228,71.96847233927679,0.532258064516129,0.43548387096774194,0.09677419354838707,-49.0,-48.0,-1.0,-6.0,-7.0,1.0,3.0,10.0,-7.0
1563.7577621526395,1388.3226670547936,175.435095097846,0.5833333333333334,0.45,0.13333333333333336,-6.0,0.0,-6.0,1.0,-5.0,6.0,16.0,13.0,3.0
1635.346816594286,1622.2943131214047,13.052503472881426,0.6271186440677966,0.6440677966101694,-0.016949152542372836,37.0,51.0,-14.0,4.0,5.0,-1.0,23.0,24.0,-1.0
1686.652620568221,1373.7170367234444,312.9355838447766,0.7288135593220338,0.3387096774193548,0.39010388190267903,28.0,-9.0,37.0,5.0,-1.0,6.0,28.0,18.0,10.0
1405.4703202563135,1377.240850208902,28.229470047411496,0.43333333333333335,0.4032258064516129,0.03010752688172047,-61.0,-33.0,-28.0,-8.0,-4.0,-4.0,4.0,17.0,-13.0
1682.1794154037161,1566.6492254051232,115.53018999859296,0.6557377049180327,0.5901639344262295,0.06557377049180324,10.0,6.0,4.0,2.0,1.0,1.0,29.0,7.0,22.0
1631.5067390239426,1413.0146440668254,218.49209495711716,0.65,0.45901639344262296,0.19098360655737706,94.0,19.0,75.0,6.0,-2.0,8.0,30.0,13.0,17.0
1517.2314196711538,1614.8713970222893,-97.63997735113549,0.5396825396825397,0.6166666666666667,-0.07698412698412704,-34.0,1.0,-35.0,-4.0,0.0,-4.0,3.0,23.0,-20.0
1456.6273846711763,1645.5380795241715,-188.91069485299522,0.43333333333333335,0.7213114754098361,-0.28797814207650274,-18.0,29.0,-47.0,0.0,4.0,-4.0,12.0,22.0,-10.0
1455.6244118626823,1384.5016518509933,71.12276001168902,0.41935483870967744,0.4262295081967213,-0.00687466948704385,31.0,-51.0,82.0,-2.0,-8.0,6.0,5.0,4.0,1.0
1687.9541867948124,1454.9207758708587,233.03341092395362,0.7333333333333333,0.43333333333333335,0.29999999999999993,34.0,-39.0,73.0,4.0,-1.0,5.0,28.0,6.0,22.0
1462.4910705151185,1385.925856635645,76.5652138794735,0.4032258064516129,0.3387096774193548,0.06451612903225806,-2.0,-17.0,15.0,3.0,-2.0,5.0,2.0,9.0,-7.0
1539.0657851406077,1629.4425654433428,-90.37678030273514,0.5737704918032787,0.639344262295082,-0.06557377049180335,-14.0,27.0,-41.0,0.0,3.0,-3.0,16.0,24.0,-8.0
1372.415470496853,1631.2441120693572,-258.82864157250424,0.3333333333333333,0.6229508196721312,-0.28961748633879786,-8.0,-8.0,0.0,-1.0,1.0,-2.0,18.0,23.0,-5.0
1359.4737174895808,1515.4307632583693,-155.95704576878848,0.28125,0.5409836065573771,-0.2597336065573771,-23.0,30.0,-53.0,-1.0,4.0,-5.0,14.0,15.0,-1.0
1436.5456307425789,1401.2631302403445,35.28250050223437,0.42857142857142855,0.4032258064516129,0.02534562211981567,-45.0,-49.0,4.0,-6.0,-4.0,-2.0,10.0,21.0,-11.0
1497.2267200228657,1337.4208314415657,159.8058885813,0.532258064516129,0.3064516129032258,0.2258064516129032,4.0,-17.0,21.0,-1.0,-3.0,2.0,19.0,8.0,11.0
1682.3822285671463,1633.6477840691764,48.73444449796989,0.7096774193548387,0.6557377049180327,0.05393971443680601,20.0,89.0,-69.0,1.0,5.0,-4.0,27.0,30.0,-3.0
1452.9345806830293,1658.1920734530127,-205.2574927699834,0.4262295081967213,0.7258064516129032,-0.29957694341618196,-48.0,28.0,-76.0,-4.0,4.0,-8.0,6.0,22.0,-16.0
1658.7708835332303,1410.8735990215916,247.89728451163865,0.6451612903225806,0.45161290322580644,0.1935483870967742,11.0,-13.0,24.0,1.0,-4.0,5.0,29.0,13.0,16.0
1352.9345526196212,1406.7550466358496,-53.820494016228395,0.3333333333333333,0.43548387096774194,-0.10215053763440862,-25.0,-33.0,8.0,0.0,-4.0,4.0,11.0,4.0,7.0
1396.1420186848088,1689.9403819826418,-293.798363297833,0.3968253968253968,0.7377049180327869,-0.3408795212073901,-32.0,26.0,-58.0,-4.0,3.0,-7.0,21.0,28.0,-7.0
1687.2139356313426,1522.402940494061,164.81099513728145,0.7142857142857143,0.5645161290322581,0.14976958525345618,46.0,-19.0,65.0,4.0,-3.0,7.0,27.0,16.0,11.0
1399.4547040528234,1441.6667422981145,-42.21203824529107,0.42857142857142855,0.4375,-0.008928571428571452,-35.0,-28.0,-7.0,-4.0,-3.0,-1.0,4.0,10.0,-6.0
1441.830797213267,1698.6031033905972,-256.77230617733017,0.421875,0.7419354838709677,-0.32006048387096775,-15.0,27.0,-42.0,-5.0,4.0,-9.0,5.0,28.0,-23.0
1387.4792972768535,1334.5431208686207,52.93617640823277,0.390625,0.30158730158730157,0.08903769841269843,-31.0,-13.0,-18.0,-4.0,-2.0,-2.0,21.0,8.0,13.0
1385.449233808588,1665.8071839109275,-280.3579501023396,0.34375,0.65625,-0.3125,10.0,17.0,-7.0,1.0,0.0,1.0,18.0,29.0,-11.0
1440.9384185786876,1607.9252603830703,-166.98684180438272,0.41935483870967744,0.6031746031746031,-0.1838197644649257,-30.0,6.0,-36.0,-5.0,2.0,-7.0,6.0,7.0,-1.0
1487.890640240931,1520.9692341613306,-33.078593920399726,0.421875,0.5396825396825397,-0.11780753968253965,23.0,10.0,13.0,3.0,5.0,-2.0,2.0,15.0,-13.0
1355.2840525470574,1460.1912116207388,-104.90715907368144,0.3387096774193548,0.4461538461538462,-0.10744416873449136,11.0,-14.0,25.0,0.0,0.0,0.0,11.0,10.0,1.0
1352.3118701356161,1685.6231748825962,-333.3113047469801,0.2878787878787879,0.7301587301587301,-0.4422799422799422,-24.0,19.0,-43.0,-2.0,1.0,-3.0,14.0,28.0,-14.0
1662.7275826969483,1408.318961392148,254.40862130480036,0.703125,0.4307692307692308,0.2723557692307692,37.0,45.0,-8.0,0.0,3.0,-3.0,27.0,17.0,10.0
1427.3917814869465,1500.6562246207432,-73.2644431337967,0.4126984126984127,0.484375,-0.07167658730158732,-30.0,-27.0,-3.0,-6.0,-5.0,-1.0,6.0,25.0,-19.0
1430.7229033989734,1621.4718974748114,-190.74899407583803,0.41935483870967744,0.609375,-0.19002016129032256,-21.0,19.0,-40.0,-4.0,6.0,-10.0,12.0,7.0,5.0
1483.9207440780565,1684.3127991467227,-200.3920550686662,0.5230769230769231,0.734375,-0.2112980769230769,-50.0,18.0,-68.0,-6.0,6.0,-12.0,3.0,22.0,-19.0
1648.050420760291,1631.4608361009841,16.589584659306865,0.6507936507936508,0.6190476190476191,0.031746031746031744,39.0,-16.0,55.0,6.0,2.0,4.0,24.0,23.0,1.0
1374.820320418425,1494.6469082434955,-119.82658782507065,0.328125,0.4307692307692308,-0.1026442307692308,-63.0,38.0,-101.0,-4.0,5.0,-9.0,9.0,2.0,7.0
1392.222926982996,1514.212966158766,-121.99003917577011,0.4,0.53125,-0.13124999999999998,-11.0,-1.0,-10.0,-2.0,2.0,-4.0,21.0,15.0,6.0
1497.0456978850905,1653.5921231460343,-156.5464252609438,0.49230769230769234,0.65625,-0.16394230769230766,-15.0,33.0,-48.0,2.0,5.0,-3.0,20.0,24.0,-4.0
1394.6479527423066,1636.773139906769,-242.12518716446243,0.4307692307692308,0.6923076923076923,-0.2615384615384615,-27.0,21.0,-48.0,-3.0,-3.0,0.0,13.0,27.0,-14.0
1692.9786201608908,1418.1432849388482,274.83533522204266,0.734375,0.4126984126984127,0.3216765873015873,41.0,-38.0,79.0,5.0,-8.0,13.0,28.0,12.0,16.0
1339.203447536824,1471.7296765649273,-132.52622902810344,0.3333333333333333,0.5151515151515151,-0.18181818181818182,-10.0,-58.0,48.0,-3.0,-6.0,3.0,11.0,3.0,8.0
1454.810725721268,1344.9564248573215,109.85430086394649,0.4307692307692308,0.2835820895522388,0.147187141216992,-1.0,-36.0,35.0,-2.0,-2.0,0.0,5.0,14.0,-9.0
1696.5038666598518,1389.445862359111,307.0580043007408,0.7384615384615385,0.4307692307692308,0.3076923076923077,39.0,-18.0,57.0,9.0,-2.0,11.0,22.0,4.0,18.0
1554.8110964163805,1435.218379970958,119.59271644542241,0.578125,0.421875,0.15625,-10.0,-12.0,2.0,0.0,-6.0,6.0,16.0,6.0,10.0
1634.0515159349366,1674.9432433210561,-40.891727386119555,0.6153846153846154,0.6615384615384615,-0.0461538461538461,31.0,62.0,-31.0,9.0,3.0,6.0,7.0,29.0,-22.0
1667.9843125208802,1431.7221408271157,236.26217169376446,0.6515151515151515,0.4153846153846154,0.23613053613053608,31.0,-5.0,36.0,1.0,-5.0,6.0,29.0,6.0,23.0
1492.8296261367316,1647.3251632899444,-154.4955371532128,0.47692307692307695,0.696969696969697,-0.22004662004662007,-43.0,24.0,-67.0,-5.0,-2.0,-3.0,25.0,27.0,-2.0
1507.2340968553522,1416.5479915659016,90.68610528945055,0.5,0.40625,0.09375,-11.0,-32.0,21.0,1.0,-8.0,9.0,20.0,12.0,8.0
1341.2954937807144,1324.2453244752476,17.050169305466852,0.27941176470588236,0.328125,-0.04871323529411764,-52.0,-28.0,-24.0,-5.0,-3.0,-2.0,14.0,11.0,3.0
1470.458365773869,1458.471656797875,11.986708975993906,0.5230769230769231,0.4393939393939394,0.08368298368298371,-18.0,16.0,-34.0,-4.0,0.0,-4.0,19.0,5.0,14.0
1694.5739135338374,1617.6180188392254,76.95589469461197,0.7384615384615385,0.6307692307692307,0.10769230769230775,31.0,-16.0,47.0,5.0,-1.0,6.0,28.0,30.0,-2.0
1374.391417279544,1511.2366375107658,-136.8452202312219,0.3333333333333333,0.5074626865671642,-0.17412935323383089,-30.0,-2.0,-28.0,-1.0,0.0,-1.0,18.0,20.0,-2.0
1452.823181158535,1384.0959293591313,68.72725179940358,0.43283582089552236,0.42424242424242425,0.008593396653098107,9.0,-57.0,66.0,0.0,-7.0,7.0,5.0,13.0,-8.0
1356.260097954823,1318.714237545648,37.54586040917502,0.3181818181818182,0.3230769230769231,-0.004895104895104918,-56.0,-42.0,-14.0,-4.0,-5.0,1.0,9.0,11.0,-2.0
1629.1011080703174,1311.0118069364635,318.08930113385395,0.6153846153846154,0.2878787878787879,0.3275058275058275,-10.0,-42.0,32.0,3.0,-4.0,7.0,23.0,8.0,15.0
1669.9375046501677,1412.545450910488,257.3920537396798,0.6567164179104478,0.4,0.25671641791044775,50.0,-40.0,90.0,4.0,-8.0,12.0,29.0,12.0,17.0
1418.8205518726502,1454.8728850986004,-36.05233322595018,0.417910447761194,0.44776119402985076,-0.029850746268656747,2.0,16.0,-14.0,1.0,2.0,-1.0,21.0,10.0,11.0
1637.1957785500904,1656.1054779801773,-18.909699430086903,0.6865671641791045,0.6515151515151515,0.03505201266395297,18.0,20.0,-2.0,-2.0,5.0,-7.0,27.0,24.0,3.0
1309.7458791374086,1649.7091532398372,-339.9632741024286,0.2835820895522388,0.6417910447761194,-0.3582089552238806,-65.0,7.0,-72.0,-6.0,2.0,-8.0,8.0,24.0,-16.0
1562.4685541487472,1643.2326063819103,-80.76405223316306,0.5909090909090909,0.6268656716417911,-0.03595658073270014,19.0,40.0,-21.0,3.0,8.0,-5.0,16.0,7.0,9.0
1359.6099967909886,1613.3564330594447,-253.74643626845614,0.3283582089552239,0.6212121212121212,-0.29285391225689733,-44.0,-45.0,1.0,-5.0,-3.0,-2.0,18.0,30.0,-12.0
1313.6426059995838,1432.9013749192518,-119.258768919668,0.3181818181818182,0.43478260869565216,-0.11660079051383399,-70.0,-16.0,-54.0,-7.0,1.0,-8.0,11.0,17.0,-6.0
1372.715604024232,1361.3317295008874,11.38387452334473,0.417910447761194,0.3283582089552239,0.08955223880597013,-36.0,-43.0,7.0,-5.0,-4.0,-1.0,4.0,9.0,-5.0
1687.522688769065,1671.6865661024958,15.836122666569281,0.7313432835820896,0.6617647058823529,0.06957857769973663,31.0,71.0,-40.0,2.0,4.0,-2.0,28.0,29.0,-1.0
1643.5921032904305,1514.2718214211386,129.32028186929188,0.6911764705882353,0.4925373134328358,0.19863915715539948,4.0,1.0,3.0,-2.0,0.0,-2.0,27.0,25.0,2.0
1457.2457746616105,1630.3670358693723,-173.1212612077618,0.4411764705882353,0.6212121212121212,-0.18003565062388593,20.0,-2.0,22.0,3.0,2.0,1.0,5.0,23.0,-18.0
1615.0661562823343,1425.6536165898149,189.41253969251943,0.6231884057971014,0.4264705882352941,0.19671781756180734,92.0,18.0,74.0,6.0,3.0,3.0,26.0,21.0,5.0
1406.2217063838639,1666.1274710239386,-259.9057646400747,0.3880597014925373,0.6521739130434783,-0.26411421155094095,-71.0,44.0,-115.0,-6.0,2.0,-8.0,12.0,29.0,-17.0
1656.8576161198223,1327.9557937875932,328.90182233222913,0.6470588235294118,0.2857142857142857,0.3613445378151261,6.0,-28.0,34.0,3.0,-3.0,6.0,24.0,14.0,10.0
1374.973017931881,1415.1759282814128,-40.20291034953175,0.3333333333333333,0.39705882352941174,-0.06372549019607843,-64.0,-25.0,-39.0,-5.0,-4.0,-1.0,18.0,6.0,12.0
1469.3529391431061,1298.1432849891967,171.20965415390947,0.4492753623188406,0.31343283582089554,0.13584252649794504,14.0,-75.0,89.0,3.0,-8.0,11.0,10.0,11.0,-1.0
1355.6691778163433,1398.5441227787765,-42.87494496243312,0.3235294117647059,0.4264705882352941,-0.1029411764705882,-28.0,-36.0,8.0,-4.0,-4.0,0.0,9.0,13.0,-4.0
1635.199410988652,1423.1708586369648,212.02855235168727,0.6176470588235294,0.42028985507246375,0.1973572037510657,23.0,11.0,12.0,5.0,4.0,1.0,7.0,21.0,-14.0
1536.440075625016,1302.5974162574234,233.84265936759266,0.45588235294117646,0.27941176470588236,0.1764705882352941,35.0,-69.0,104.0,8.0,-7.0,15.0,2.0,8.0,-6.0
1470.3791308126392,1420.9576324440168,49.42149836862245,0.5217391304347826,0.4142857142857143,0.10745341614906828,-3.0,-1.0,-2.0,-1.0,2.0,-3.0,19.0,21.0,-2.0
1378.3781557087761,1519.5526609136307,-141.17450520485454,0.4264705882352941,0.5072463768115942,-0.08077578857630013,-5.0,-20.0,15.0,-3.0,2.0,-5.0,4.0,20.0,-16.0
1635.838893479054,1337.1694407948762,298.6694526841777,0.6323529411764706,0.3188405797101449,0.31351236146632566,28.0,-31.0,59.0,3.0,-5.0,8.0,30.0,9.0,21.0
